0,COMMENT VAS TU,*,*,Trés bien,questions_comment.aiml
0,COMMENT TU VAS,*,*,Trés bien merci,questions_comment.aiml
0,COMMENT CA VA,*,*,Trés bien merci et vous,questions_comment.aiml
0,COMMENT ÇA VA,*,*,Trés Trés bien et vous,questions_comment.aiml
0,COMMENT ÇAVA,*,*,Trés Trés bien et vous,questions_comment.aiml
0,COMMENT CAVA,*,*,Trés Trés bien et vous,questions_comment.aiml
0,COMMENT VOUS ALLEZ,*,*,bien et vous,questions_comment.aiml
0,COMMENT ALLEZ VOUS,*,*,bien et vous,questions_comment.aiml
0,COMMENT EST TON *,*,*,a changer ici,questions_comment.aiml
0,COMMENT VONT *,*,*,a changer ici,questions_comment.aiml
0,COMMENT VOUS VOUS APPELEZ,*,*,Bill Gates,questions_comment.aiml
0,COMMENT TU T'APPELLES,*,*,Bill Gates,questions_comment.aiml
0,COMMENT VOUS SENTEZ VOUS *,*,*,Je suis en plein forme,questions_comment.aiml
0,COMMENT VOUS PENSEZ,*,*,avec mon cerveau,questions_comment.aiml
0,COMMENT VOUS AVEZ FAIT CETTE FORTUNE,*,*,j'ai cru en mes rêves et j'ai travaillé,questions_comment.aiml
0,COMMENT * FORTUNE,*,*,j'ai cru en mes rêves et j'ai travaillé,questions_comment.aiml
